"buyer_gender","color","make","new_car","purchase_date","buyer_age","discount","sale_price"
"Female","Red","Acura","No","25/08/2021",57,0.22,20078
"Male","Aquamarine","Ford","No","09/06/2021",61,0.31,50495
"Other","Teal","Volvo","No","11/07/2021",42,0.15,26472
"Female","Orange","Ford","No","03/02/2021",40,0.32,74232
"Female","Purple","Kia","Yes","28/05/2021",46,0.33,14491
"Male","Purple","Dodge","No","15/07/2021",52,0.14,62208
"Male","Indigo","Ford","Yes","02/12/2021",47,0.23,30060
"Male","Turquoise","Rolls-Royce","No","06/12/2021",65,0.5,67006
"Male","Fuscia","Pontiac","Yes","20/09/2021",24,0.15,18638
"Male","Crimson","Mazda","No","05/04/2021",39,0.34,34159
"Female","Khaki","Mercury","No","05/07/2021",58,0.26,47668
"Female","Pink","Mitsubishi","Yes","23/10/2021",22,0.44,41786
"Male","Goldenrod","Dodge","No","08/04/2021",62,0.23,27609
"Male","Green","Audi","Yes","16/10/2021",55,0.4,26051
"Agender","Turquoise","Subaru","No","22/12/2021",29,0.27,26479
"Male","Fuscia","Hyundai","No","10/04/2021",25,0.5,74178
"Male","Purple","Ford","No","26/08/2021",62,0.07,44572
"Female","Pink","Mazda","Yes","19/03/2021",21,0.44,25265
"Male","Puce","Mercedes-Benz","Yes","15/10/2021",64,0.01,47362
"Female","Pink","GMC","Yes","14/07/2021",61,0.47,29475
"Male","Violet","Mercedes-Benz","No","27/05/2021",23,0.19,21554
"Female","Fuscia","Pontiac","Yes","11/05/2021",24,0.41,19884
"Female","Goldenrod","Toyota","Yes","09/05/2021",31,0.07,47153
"Female","Mauv","Volkswagen","Yes","10/09/2021",52,0.16,50449
"Female","Goldenrod","Volvo","Yes","21/02/2021",41,0.08,56961
"Female","Blue","Isuzu","Yes","29/10/2021",50,0.29,42555
"Male","Goldenrod","Infiniti","No","03/10/2021",38,0.07,39353
"Bigender","Violet","Chevrolet","Yes","16/03/2021",44,0.13,73603
"Female","Turquoise","Hyundai","Yes","11/03/2021",64,0.13,63138
"Male","Teal","Subaru","No","26/08/2021",64,0.32,38169
"Male","Orange","Mitsubishi","Yes","07/06/2021",64,0.2,73908
"Male","Teal","Pontiac","Yes","18/10/2021",62,0.39,53745
"Female","Crimson","GMC","Yes","09/06/2021",41,0.16,63514
"Male","Aquamarine","Audi","Yes","19/12/2021",40,0.32,20677
"Male","Teal","Geo","Yes","15/12/2021",53,0.34,65839
"Male","Red","Infiniti","No","24/10/2021",21,0.34,44002
"Female","Violet","Volkswagen","Yes","17/07/2021",47,0.48,74247
"Other","Fuscia","Lotus","Yes","18/04/2021",40,0.34,58000
"Female","Blue","Suzuki","Yes","13/11/2021",40,0.1,63238
"Male","Goldenrod","Dodge","No","16/01/2021",35,0.16,11272
"Male","Mauv","Dodge","Yes","17/05/2021",53,0.39,15380
"Female","Teal","GMC","No","14/03/2021",33,0.46,51084
"Female","Puce","Mitsubishi","Yes","26/10/2021",24,0.41,41538
"Male","Violet","Mazda","Yes","17/09/2021",35,0.36,27995
"Male","Pink","Nissan","Yes","20/12/2021",24,0.42,27873
"Female","Turquoise","Kia","No","01/09/2021",24,0.04,61555
"Genderqueer","Aquamarine","Buick","No","17/09/2021",20,0.26,33143
"Male","Violet","Chevrolet","No","06/11/2021",22,0.32,22695
"Female","Mauv","Ford","Yes","28/12/2021",65,0.33,59105
"Male","Mauv","Infiniti","Yes","20/12/2021",43,0.01,54343
"Female","Violet","Subaru","Yes","13/03/2021",32,0.18,38343
"Male","Pink","Toyota","No","31/08/2021",44,0.02,10458
"Female","Indigo","Lexus","No","29/01/2021",33,0.01,49812
"Female","Blue","Mercedes-Benz","No","09/06/2021",27,0.14,74881
"Male","Maroon","Toyota","Yes","20/10/2021",25,0.4,20050
"Male","Teal","Land Rover","No","29/04/2021",29,0.11,67912
"Male","Orange","Aston Martin","Yes","02/05/2021",29,0.46,49324
"Male","Yellow","Toyota","Yes","16/02/2021",45,0.35,64131
"Genderqueer","Maroon","GMC","No","03/09/2021",65,0.14,21161
"Female","Teal","Ford","No","24/06/2021",57,0.47,56356
"Female","Red","Pontiac","No","04/04/2021",48,0.17,71512
"Female","Turquoise","Volkswagen","No","07/11/2021",62,0.04,56361
"Female","Puce","Saab","Yes","16/02/2021",50,0.02,22389
"Female","Indigo","Honda","No","17/11/2021",27,0.43,23353
"Male","Crimson","Suzuki","Yes","05/11/2021",62,0.27,49189
"Female","Turquoise","Saturn","No","03/11/2021",43,0.11,63652
"Male","Pink","GMC","No","03/01/2021",49,0.23,26451
"Male","Orange","Plymouth","No","21/11/2021",38,0.31,19318
"Male","Yellow","Porsche","No","07/03/2021",35,0.28,26832
"Female","Violet","Volvo","No","28/06/2021",29,0.31,30401
"Male","Turquoise","Plymouth","No","27/08/2021",44,0.26,64510
"Male","Aquamarine","Ford","Yes","28/01/2021",33,0.45,11549
"Male","Crimson","Toyota","Yes","07/07/2021",49,0.01,37288
"Female","Orange","Mercury","Yes","24/07/2021",43,0.19,15814
"Polygender","Aquamarine","Ford","Yes","22/04/2021",37,0.01,70077
"Male","Violet","Ford","Yes","17/12/2021",46,0.42,62507
"Female","Yellow","Ford","Yes","26/09/2021",42,0.23,43142
"Male","Orange","Nissan","Yes","03/12/2021",20,0.36,51741
"Female","Yellow","Dodge","No","23/11/2021",56,0.46,64747
"Male","Aquamarine","Chevrolet","Yes","20/08/2021",33,0.42,36246
"Female","Red","Mazda","Yes","07/12/2021",39,0.11,51677
"Female","Red","Subaru","No","16/07/2021",64,0.39,18291
"Male","Orange","Chrysler","Yes","01/09/2021",59,0.29,69809
"Female","Aquamarine","Nissan","Yes","29/01/2021",26,0.26,40948
"Genderqueer","Khaki","Land Rover","Yes","13/10/2021",59,0.03,70044
"Female","Orange","Ford","No","02/02/2021",40,0.16,34998
"Female","Goldenrod","Ford","Yes","13/12/2021",27,0.41,54318
"Genderfluid","Maroon","Toyota","Yes","02/07/2021",20,0.26,43231
"Male","Indigo","Mercedes-Benz","Yes","18/04/2021",62,0.01,65131
"Female","Goldenrod","Chevrolet","No","28/11/2021",57,0.31,26565
"Male","Red","GMC","Yes","17/02/2021",61,0.08,58108
"Other","Turquoise","Subaru","No","08/05/2021",52,0.3,21355
"Male","Turquoise","Porsche","Yes","24/06/2021",36,0.11,46964
"Female","Red","Pontiac","No","12/03/2021",57,0.19,22824
"Female","Mauv","Ford","Yes","06/03/2021",58,0.08,65658
"Male","Khaki","Suzuki","No","18/09/2021",20,0.13,31076
"Male","Orange","Alfa Romeo","No","14/12/2021",52,0.2,15352
"Female","Purple","Lamborghini","Yes","21/11/2021",33,0.05,21766
"Agender","Maroon","Isuzu","Yes","22/11/2021",63,0.31,48230
"Male","Mauv","Toyota","Yes","26/06/2021",38,0.16,46275
"Female","Mauv","Ford","Yes","03/05/2021",64,0.3,18112
"Male","Violet","Mazda","Yes","18/02/2021",59,0.21,72128
"Other","Maroon","Ford","Yes","10/11/2021",44,0.03,14244
"Female","Violet","Dodge","No","15/01/2021",61,0.12,29863
"Male","Blue","Chevrolet","No","06/10/2021",55,0.15,58793
"Male","Red","Hyundai","Yes","28/03/2021",25,0.13,60345
"Male","Pink","Volvo","Yes","18/10/2021",50,0.19,26705
"Female","Crimson","Ford","No","14/03/2021",21,0.37,30242
"Female","Orange","GMC","Yes","13/11/2021",54,0.47,28117
"Genderqueer","Puce","Lotus","No","30/08/2021",50,0.42,23231
"Male","Aquamarine","Lexus","Yes","04/03/2021",40,0.43,19147
"Female","Maroon","Dodge","Yes","15/10/2021",46,0.13,74225
"Female","Blue","Ford","Yes","19/08/2021",61,0.47,52369
"Female","Khaki","Kia","Yes","12/06/2021",55,0.27,19724
"Female","Khaki","Chevrolet","Yes","28/01/2021",55,0.4,71745
"Agender","Goldenrod","Lotus","No","20/05/2021",47,0.44,45071
"Female","Purple","Isuzu","No","12/08/2021",52,0.14,41201
"Male","Aquamarine","Plymouth","Yes","28/11/2021",40,0.22,69520
"Male","Red","Chevrolet","Yes","21/12/2021",50,0.39,41575
"Female","Orange","Subaru","Yes","20/11/2021",32,0.41,10517
"Male","Blue","Toyota","Yes","27/02/2021",56,0.49,69796
"Female","Red","Volkswagen","Yes","19/06/2021",52,0.37,34106
"Bigender","Turquoise","Jeep","No","21/11/2021",65,0.2,13295
"Female","Crimson","Buick","No","26/03/2021",57,0.26,73527
"Female","Teal","Infiniti","No","13/11/2021",42,0.06,25673
"Male","Blue","Volkswagen","No","13/12/2021",48,0.38,37697
"Female","Orange","Mercedes-Benz","No","08/07/2021",46,0.35,51927
"Female","Red","Mitsubishi","Yes","15/03/2021",57,0.05,54228
"Male","Mauv","Volkswagen","No","02/04/2021",41,0.48,70457
"Female","Purple","Lexus","No","16/01/2021",55,0.26,43876
"Male","Puce","Jeep","Yes","19/07/2021",38,0.23,46188
"Male","Purple","Toyota","Yes","21/06/2021",46,0.13,48324
"Male","Puce","Dodge","Yes","15/04/2021",52,0.34,33466
"Female","Purple","Plymouth","No","31/08/2021",21,0.5,47025
"Female","Blue","Nissan","Yes","26/05/2021",44,0.33,70777
"Male","Maroon","Acura","Yes","11/11/2021",20,0.11,57638
"Female","Purple","Geo","Yes","07/03/2021",48,0.42,59292
"Female","Blue","Ford","No","06/11/2021",33,0.22,16657
"Female","Aquamarine","Buick","Yes","22/09/2021",50,0.36,54012
"Female","Orange","Mercedes-Benz","No","14/05/2021",39,0.34,33801
"Female","Violet","Audi","Yes","24/02/2021",54,0.46,36174
"Female","Purple","Lexus","Yes","25/11/2021",55,0.15,47064
"Male","Goldenrod","Jeep","No","15/06/2021",24,0.26,27883
"Female","Fuscia","Toyota","No","07/04/2021",62,0.15,66735
"Male","Maroon","Jaguar","Yes","17/08/2021",25,0.19,20223
"Other","Violet","Plymouth","Yes","17/10/2021",47,0.01,25859
"Female","Turquoise","Saab","Yes","21/10/2021",63,0.24,66962
"Female","Yellow","GMC","Yes","06/08/2021",64,0.44,63671
"Female","Maroon","Mitsubishi","Yes","10/08/2021",58,0.09,53325
"Female","Green","Mercedes-Benz","Yes","19/10/2021",34,0.1,66360
"Female","Turquoise","Ford","No","08/02/2021",46,0.32,49797
"Female","Green","Buick","Yes","22/03/2021",55,0.16,72185
"Male","Green","Mazda","No","21/12/2021",37,0.02,11040
"Female","Goldenrod","Volvo","Yes","02/06/2021",26,0.26,62270
"Male","Red","Chevrolet","Yes","09/08/2021",45,0.46,62669
"Male","Goldenrod","Saab","Yes","05/07/2021",54,0.06,20196
"Male","Aquamarine","Honda","No","07/11/2021",26,0.17,35137
"Male","Pink","Dodge","Yes","08/10/2021",45,0.18,70351
"Male","Turquoise","Ford","No","13/12/2021",63,0.36,41127
"Male","Purple","Lexus","No","14/08/2021",65,0.42,12076
"Female","Red","GMC","Yes","25/01/2021",22,0.14,18241
"Polygender","Puce","Hyundai","Yes","07/03/2021",59,0.32,45417
"Male","Puce","Mercury","Yes","03/06/2021",54,0.18,35118
"Male","Maroon","Toyota","No","02/03/2021",64,0.21,69054
"Male","Turquoise","Toyota","Yes","26/08/2021",27,0.34,59379
"Male","Turquoise","Acura","Yes","14/06/2021",45,0.4,59457
"Male","Khaki","Ford","Yes","24/06/2021",44,0.01,31676
"Female","Green","Ford","No","18/09/2021",56,0.19,71248
"Male","Purple","Mazda","Yes","17/01/2021",29,0.3,43842
"Female","Crimson","Eagle","No","08/10/2021",48,0.02,40778
"Male","Fuscia","Ford","No","27/04/2021",59,0.41,44408
"Female","Puce","Lexus","No","01/04/2021",58,0.39,16688
"Female","Maroon","Buick","No","23/10/2021",26,0.31,28240
"Female","Green","Nissan","No","24/01/2021",51,0.19,67004
"Male","Indigo","GMC","Yes","14/06/2021",36,0.03,30972
"Female","Green","GMC","No","09/12/2021",36,0.46,74457
"Female","Turquoise","Acura","Yes","20/03/2021",20,0.41,10270
"Female","Maroon","Land Rover","No","29/03/2021",39,0.1,29235
"Male","Pink","Buick","Yes","01/08/2021",35,0,59373
"Female","Red","Nissan","No","03/01/2021",55,0.1,10437
"Genderqueer","Crimson","Hyundai","Yes","07/04/2021",48,0.23,11039
"Male","Blue","Acura","No","23/10/2021",52,0.24,42517
"Male","Orange","Hyundai","No","04/04/2021",26,0.4,38116
"Male","Teal","Ferrari","No","06/03/2021",22,0.14,57196
"Female","Puce","Ford","No","29/07/2021",55,0.37,14347
"Female","Green","Chevrolet","Yes","03/09/2021",49,0.21,38911
"Female","Indigo","Buick","Yes","16/11/2021",20,0.45,19685
"Bigender","Violet","GMC","No","01/05/2021",33,0.28,47255
"Polygender","Turquoise","Chevrolet","Yes","31/05/2021",24,0.14,47363
"Male","Aquamarine","Pontiac","Yes","07/09/2021",35,0.46,19483
"Female","Green","Nissan","Yes","10/04/2021",23,0.5,11773
"Male","Khaki","Cadillac","Yes","19/05/2021",54,0.38,62730
"Female","Maroon","Ford","Yes","16/05/2021",24,0.43,44887
"Male","Indigo","GMC","Yes","11/07/2021",35,0.47,48184
"Other","Purple","Maserati","No","23/08/2021",36,0.28,40122
"Male","Fuscia","Mercedes-Benz","Yes","15/07/2021",58,0.11,53948
"Female","Goldenrod","Maybach","No","10/05/2021",53,0.04,62315
"Other","Pink","Panoz","Yes","10/01/2021",37,0.24,41801
"Female","Indigo","Chevrolet","No","21/08/2021",56,0.33,44214
"Female","Orange","Honda","No","28/05/2021",36,0.44,35261
"Genderqueer","Goldenrod","Mercedes-Benz","Yes","25/06/2021",29,0.21,17682
"Male","Fuscia","GMC","No","26/12/2021",50,0.48,15635
"Female","Khaki","GMC","Yes","15/11/2021",46,0.49,32558
"Male","Violet","Mercury","Yes","15/06/2021",20,0.24,71446
"Female","Yellow","GMC","Yes","15/01/2021",51,0.38,55122
"Female","Purple","Maserati","Yes","22/06/2021",65,0.22,61714
"Female","Turquoise","Dodge","Yes","09/10/2021",60,0.34,24591
"Male","Mauv","Ford","No","23/11/2021",22,0.46,51665
"Male","Aquamarine","GMC","No","05/06/2021",35,0.1,74367
"Male","Indigo","Mazda","Yes","31/10/2021",59,0.27,71170
"Female","Yellow","Audi","Yes","29/05/2021",32,0.33,18444
"Other","Khaki","Saturn","Yes","03/03/2021",54,0.1,35777
"Male","Violet","Chevrolet","Yes","25/07/2021",29,0.03,12325
"Female","Orange","Chevrolet","Yes","23/01/2021",46,0.25,37502
"Bigender","Crimson","Dodge","No","01/10/2021",35,0.09,43973
"Male","Blue","Mazda","No","04/06/2021",24,0.04,19212
"Female","Teal","Chrysler","No","06/09/2021",42,0.21,71588
"Other","Mauv","Audi","No","21/02/2021",63,0.46,49260
"Male","Goldenrod","Pontiac","Yes","21/12/2021",36,0.24,56834
"Female","Indigo","Bentley","No","04/03/2021",24,0.14,55976
"Male","Pink","Acura","No","25/11/2021",49,0.32,10274
"Male","Fuscia","Mitsubishi","No","14/06/2021",51,0.19,37462
"Genderfluid","Yellow","Ram","No","19/11/2021",60,0.31,20720
"Male","Blue","Ford","Yes","26/02/2021",60,0.49,57857
"Male","Orange","Bentley","Yes","20/03/2021",26,0.24,45991
"Male","Yellow","Chrysler","No","09/01/2021",63,0.42,45737
"Bigender","Purple","Mercedes-Benz","Yes","05/07/2021",35,0.11,61994
"Male","Fuscia","Acura","No","23/12/2021",54,0.01,32102
"Male","Teal","Mitsubishi","No","07/03/2021",29,0.37,43238
"Male","Green","Lexus","Yes","17/03/2021",42,0.44,55959
"Female","Puce","Chevrolet","Yes","29/04/2021",55,0.41,70278
"Male","Pink","McLaren","Yes","08/04/2021",54,0.25,55298
"Male","Puce","Subaru","No","25/07/2021",48,0.48,33559
"Female","Turquoise","Maserati","Yes","29/05/2021",52,0.1,33973
"Male","Orange","Jeep","Yes","28/10/2021",33,0.37,34595
"Female","Turquoise","Acura","No","27/04/2021",27,0.02,11889
"Male","Red","Hyundai","No","24/10/2021",32,0.06,30280
"Female","Indigo","GMC","Yes","02/07/2021",64,0.26,63745
"Female","Violet","Volkswagen","No","14/04/2021",49,0.21,46122
"Male","Blue","Nissan","Yes","29/12/2021",40,0.03,20301
"Female","Indigo","Mazda","No","28/08/2021",64,0.43,24326
"Agender","Mauv","BMW","Yes","23/06/2021",52,0.11,58686
"Female","Purple","Mercury","Yes","18/10/2021",35,0.38,65808
"Female","Goldenrod","Toyota","Yes","28/08/2021",45,0.36,43870
"Male","Yellow","Subaru","Yes","07/05/2021",42,0.03,31207
"Female","Red","Hyundai","Yes","29/10/2021",27,0.03,14051
"Female","Maroon","Chevrolet","Yes","09/01/2021",57,0.23,30359
"Female","Goldenrod","Porsche","No","13/01/2021",32,0.35,66027
"Female","Purple","Toyota","Yes","09/05/2021",22,0.26,23688
"Female","Pink","GMC","No","28/09/2021",54,0.14,37336
"Male","Purple","Land Rover","No","16/08/2021",34,0.18,28249
"Male","Puce","Subaru","No","20/06/2021",25,0.01,32753
"Male","Red","Buick","No","31/08/2021",31,0.24,73533
"Female","Yellow","Mercury","Yes","30/08/2021",20,0.06,48833
"Genderqueer","Fuscia","Honda","No","12/08/2021",20,0.07,29392
"Male","Yellow","Suzuki","No","29/04/2021",52,0.11,27275
"Male","Aquamarine","Nissan","No","14/12/2021",43,0.34,23985
"Male","Goldenrod","Mercedes-Benz","No","20/01/2021",31,0.24,52374
"Genderfluid","Goldenrod","Isuzu","Yes","27/06/2021",62,0,61239
"Female","Aquamarine","Acura","Yes","24/11/2021",55,0.14,10901
"Female","Crimson","Lexus","No","27/02/2021",36,0.02,35362
"Female","Puce","Honda","Yes","21/10/2021",53,0.4,73775
"Male","Goldenrod","Volkswagen","No","23/08/2021",24,0.22,40798
"Male","Red","Subaru","No","19/06/2021",49,0.19,16291
"Female","Pink","Toyota","Yes","07/11/2021",25,0.45,72108
"Male","Puce","Chevrolet","Yes","01/02/2021",48,0.23,44950
"Female","Pink","Ford","Yes","24/10/2021",23,0.37,50877
"Female","Yellow","Volvo","No","20/05/2021",31,0.28,60378
"Female","Red","Volvo","No","27/11/2021",54,0.16,19295
"Female","Pink","Chevrolet","No","15/10/2021",31,0.43,39139
"Male","Goldenrod","Aston Martin","No","18/08/2021",31,0.5,36668
"Male","Maroon","Jaguar","Yes","03/07/2021",52,0.21,24927
"Male","Blue","Mitsubishi","No","06/02/2021",24,0.16,73703
"Male","Blue","Mercury","Yes","25/07/2021",34,0.01,62363
"Male","Violet","Chrysler","Yes","06/04/2021",43,0.2,27786
"Female","Maroon","Ford","No","21/04/2021",44,0,69802
"Male","Khaki","Porsche","Yes","02/12/2021",21,0.32,51992
"Male","Indigo","Volvo","Yes","28/10/2021",46,0.23,66447
"Female","Puce","Dodge","No","09/02/2021",47,0.01,72203
"Female","Orange","Dodge","Yes","12/05/2021",63,0.02,27790
"Male","Yellow","Chevrolet","No","09/04/2021",34,0.43,30108
"Female","Indigo","Mercury","No","14/05/2021",36,0.4,11829
"Male","Goldenrod","Mazda","No","14/01/2021",29,0.25,54977
"Male","Purple","Mercedes-Benz","Yes","05/09/2021",59,0.4,67596
"Female","Turquoise","Mercury","Yes","24/05/2021",46,0.1,43507
"Female","Pink","Buick","No","17/10/2021",55,0.24,27205
"Male","Fuscia","Volkswagen","No","15/03/2021",28,0.43,30627
"Female","Yellow","Buick","Yes","03/05/2021",26,0.15,69070
"Female","Orange","Dodge","Yes","23/09/2021",60,0.5,22778
"Male","Khaki","Buick","No","29/01/2021",37,0.11,17052
"Female","Fuscia","Pontiac","Yes","18/04/2021",20,0.4,72545
"Female","Puce","BMW","No","02/01/2021",60,0.12,40465
"Male","Yellow","Audi","No","04/02/2021",56,0.01,10256
"Female","Goldenrod","Acura","Yes","30/09/2021",38,0.2,33186
"Female","Orange","Lexus","No","16/09/2021",29,0.28,44327
"Male","Green","Chevrolet","Yes","30/04/2021",25,0.44,12704
"Female","Red","Mercedes-Benz","No","17/02/2021",25,0.08,59180
"Polygender","Mauv","Subaru","Yes","02/08/2021",20,0.21,64833
"Female","Mauv","Mercedes-Benz","Yes","11/10/2021",42,0.11,66497
"Male","Pink","Jeep","No","10/01/2021",35,0.44,29320
"Male","Pink","BMW","Yes","29/11/2021",65,0.34,43418
"Male","Red","Rolls-Royce","Yes","05/08/2021",34,0.09,67824
"Male","Red","Mercury","No","19/02/2021",62,0.3,65692
"Male","Orange","Ford","No","14/01/2021",56,0.47,51009
"Male","Teal","Aston Martin","No","15/05/2021",42,0.32,59030
"Female","Indigo","Chevrolet","Yes","19/07/2021",57,0.09,62526
"Female","Fuscia","Subaru","No","26/01/2021",65,0.34,26807
"Male","Maroon","Nissan","No","02/01/2021",45,0.49,59964
"Male","Maroon","Maserati","Yes","09/10/2021",25,0.07,47300
"Female","Khaki","Buick","No","23/05/2021",61,0.5,33233
"Female","Khaki","Buick","Yes","26/10/2021",39,0.43,21839
"Female","Crimson","Chevrolet","Yes","30/07/2021",35,0.1,73380
"Polygender","Mauv","Land Rover","Yes","16/09/2021",23,0.21,67645
"Female","Violet","Jaguar","Yes","25/07/2021",44,0.23,21237
"Male","Maroon","BMW","Yes","06/03/2021",53,0.1,34768
"Female","Crimson","Chevrolet","Yes","26/05/2021",45,0.44,60238
"Genderfluid","Orange","Mercury","Yes","08/02/2021",32,0.15,38173
"Male","Goldenrod","Suzuki","Yes","14/02/2021",46,0.2,72510
"Female","Aquamarine","Audi","No","28/07/2021",46,0.13,62920
"Female","Yellow","Pontiac","Yes","04/02/2021",25,0.48,58439
"Male","Aquamarine","BMW","No","04/07/2021",41,0.11,62369
"Female","Fuscia","Toyota","Yes","19/08/2021",50,0.17,33305
"Male","Mauv","Jeep","Yes","18/09/2021",43,0.02,52779
"Female","Khaki","Suzuki","No","21/02/2021",37,0.28,52894
"Male","Aquamarine","Ford","No","23/06/2021",50,0.08,45910
"Female","Khaki","Mercedes-Benz","Yes","07/06/2021",30,0.08,19991
"Female","Yellow","Maserati","Yes","12/01/2021",20,0.4,29038
"Male","Turquoise","Mitsubishi","Yes","05/01/2021",34,0.07,33325
"Female","Indigo","Honda","No","23/02/2021",61,0.15,33216
"Female","Orange","Toyota","No","04/06/2021",30,0.15,48487
"Female","Purple","Lexus","Yes","03/04/2021",51,0.45,18853
"Male","Indigo","Mercedes-Benz","Yes","12/03/2021",30,0.26,33366
"Male","Yellow","Oldsmobile","No","12/05/2021",39,0.05,37898
"Male","Maroon","Suzuki","Yes","10/12/2021",56,0.08,36421
"Female","Green","Bentley","No","20/02/2021",38,0.07,25202
"Male","Pink","Suzuki","Yes","13/10/2021",20,0.15,33225
"Female","Teal","Audi","No","07/10/2021",64,0.04,27813
"Male","Teal","Oldsmobile","Yes","31/05/2021",29,0.07,40347
"Female","Purple","Geo","No","15/04/2021",40,0.48,21555
"Female","Red","Nissan","No","09/01/2021",21,0.27,52124
"Female","Khaki","Nissan","Yes","11/12/2021",38,0.11,28550
"Male","Pink","Audi","No","03/09/2021",40,0.07,10182
"Female","Puce","Mazda","Yes","22/11/2021",53,0.09,33335
"Female","Mauv","Infiniti","Yes","09/06/2021",42,0.07,46079
"Female","Yellow","Toyota","Yes","16/07/2021",27,0.1,73510
"Female","Pink","Daewoo","No","29/12/2021",46,0.12,43859
"Genderqueer","Red","Oldsmobile","Yes","23/10/2021",31,0.28,38636
"Male","Aquamarine","Buick","Yes","13/03/2021",53,0.23,37498
"Male","Goldenrod","Mitsubishi","Yes","17/12/2021",46,0.16,45912
"Bigender","Maroon","Mitsubishi","No","02/01/2021",31,0.2,34125
"Female","Red","Audi","No","26/12/2021",59,0.27,26209
"Male","Purple","Ford","Yes","01/01/2021",50,0.22,71054
"Female","Yellow","Cadillac","Yes","05/09/2021",65,0.12,61021
"Female","Puce","Honda","Yes","20/08/2021",49,0.18,64623
"Female","Red","Buick","No","14/09/2021",35,0.24,34008
"Female","Violet","Dodge","No","23/04/2021",65,0.49,27948
"Male","Indigo","Audi","No","19/12/2021",65,0.25,55200
"Female","Puce","Land Rover","Yes","07/10/2021",55,0.31,51385
"Female","Blue","Mazda","No","14/05/2021",26,0.15,34096
"Female","Red","Lotus","No","01/09/2021",42,0.07,10292
"Male","Blue","GMC","Yes","23/05/2021",39,0.43,57338
"Female","Maroon","Mazda","Yes","10/12/2021",57,0.09,49633
"Male","Aquamarine","Ford","No","02/12/2021",32,0.49,33511
"Genderfluid","Fuscia","Mazda","No","29/09/2021",22,0.34,67773
"Female","Maroon","Chevrolet","Yes","11/04/2021",55,0.19,34096
"Female","Indigo","Porsche","Yes","06/02/2021",54,0.39,11641
"Male","Fuscia","Ford","Yes","02/02/2021",51,0.31,50178
"Male","Yellow","Subaru","No","06/04/2021",52,0.26,12658
"Male","Teal","Maybach","Yes","01/02/2021",48,0.38,43250
"Male","Green","Audi","Yes","28/11/2021",32,0.42,20403
"Female","Khaki","Nissan","No","30/03/2021",29,0.19,51647
"Female","Crimson","Audi","No","19/05/2021",50,0.27,49680
"Male","Mauv","Panoz","Yes","02/07/2021",35,0.42,36773
"Female","Violet","GMC","Yes","05/04/2021",36,0.28,67059
"Female","Purple","Audi","Yes","29/12/2021",47,0.3,73092
"Male","Red","Ford","Yes","22/05/2021",52,0.46,32090
"Male","Green","Dodge","No","19/10/2021",31,0.44,53930
"Female","Purple","Porsche","No","25/07/2021",52,0.27,47044
"Male","Turquoise","Plymouth","No","09/02/2021",35,0.21,56514
"Female","Green","Mitsubishi","No","08/07/2021",39,0.06,25914
"Male","Mauv","Mercedes-Benz","No","05/01/2021",55,0.28,67373
"Female","Khaki","Cadillac","Yes","02/12/2021",23,0.07,39855
"Polygender","Aquamarine","Ford","Yes","15/06/2021",37,0.44,68292
"Female","Orange","Isuzu","No","25/03/2021",63,0.48,57736
"Male","Turquoise","Chevrolet","Yes","20/05/2021",58,0.02,31755
"Female","Puce","Lexus","Yes","03/04/2021",64,0.16,17266
"Female","Aquamarine","Spyker","Yes","22/10/2021",64,0.18,42993
"Female","Pink","Saab","Yes","05/03/2021",61,0,51469
"Male","Purple","Chevrolet","Yes","08/07/2021",64,0.3,40236
"Male","Orange","Pontiac","No","18/12/2021",56,0.32,60020
"Male","Yellow","Ford","Yes","03/09/2021",45,0.44,47165
"Male","Puce","Chevrolet","Yes","28/11/2021",30,0.36,21060
"Agender","Orange","GMC","No","07/07/2021",39,0.04,39272
"Female","Purple","Volvo","Yes","31/07/2021",50,0.1,30333
"Male","Maroon","Chevrolet","No","27/12/2021",35,0.46,48529
"Male","Purple","Jeep","No","25/02/2021",57,0.26,37447
"Male","Violet","Ford","No","08/03/2021",26,0.2,24860
"Female","Turquoise","Ford","Yes","09/09/2021",32,0.03,15211
"Male","Mauv","Maybach","No","19/06/2021",64,0.09,62246
"Female","Aquamarine","Land Rover","No","14/02/2021",40,0.01,40831
"Male","Turquoise","Ferrari","Yes","07/04/2021",43,0.35,31110
"Female","Yellow","Chrysler","Yes","27/02/2021",20,0.35,62482
"Male","Pink","Dodge","Yes","29/05/2021",37,0.34,72124
"Male","Aquamarine","Rolls-Royce","No","07/09/2021",21,0.32,47199
"Female","Fuscia","Volvo","Yes","16/08/2021",64,0.42,12191
"Female","Aquamarine","GMC","No","29/09/2021",37,0.48,74561
"Male","Aquamarine","Pontiac","No","13/02/2021",48,0.46,44032
"Female","Mauv","Mazda","No","19/09/2021",42,0.43,28251
"Female","Teal","Mercedes-Benz","No","14/06/2021",65,0.09,71333
"Female","Fuscia","Infiniti","No","04/07/2021",48,0.1,23580
"Female","Purple","Acura","Yes","24/02/2021",38,0.02,69189
"Male","Indigo","Geo","Yes","08/04/2021",23,0.49,53835
"Bigender","Red","Buick","No","09/11/2021",22,0.29,11529
"Female","Turquoise","Mitsubishi","Yes","09/11/2021",36,0.24,21043
"Male","Yellow","Audi","Yes","29/12/2021",63,0.11,13312
"Female","Red","Volkswagen","No","01/03/2021",58,0.08,63588
"Female","Maroon","Hyundai","No","24/08/2021",58,0.1,15147
